fpr,tpr
0.0,0.0
0.0,0.000722543352601156
0.0,0.007947976878612716
0.0,0.010115606936416185
0.0,0.020953757225433526
0.0,0.022398843930635837
0.0,0.023121387283236993
0.0,0.031791907514450865
0.0,0.033236994219653176
0.0,0.03468208092485549
0.0,0.04335260115606936
0.0,0.04552023121387283
0.0,0.04696531791907514
0.0,0.0476878612716763
0.0,0.05708092485549133
0.0,0.0657514450867052
0.0,0.06647398843930635
0.0,0.06864161849710983
0.0,0.0708092485549133
0.0,0.07803468208092486
0.0,0.078757225433526
0.0,0.08164739884393063
0.0,0.08309248554913294
0.0,0.08453757225433527
0.0,0.08670520231213873
0.0,0.09248554913294797
0.0,0.09465317919075145
0.0,0.0953757225433526
0.0,0.09898843930635838
0.0,0.10043352601156069
0.0,0.101878612716763
0.0,0.10549132947976879
0.0,0.11416184971098266
0.0,0.11488439306358382
0.0,0.11632947976878613
0.0,0.11705202312138728
0.0,0.11849710982658959
0.0,0.12066473988439307
0.0,0.12138728323699421
0.0,0.12644508670520233
0.0,0.12861271676300579
0.0,0.12933526011560695
0.0,0.13367052023121387
0.0,0.1351156069364162
0.0,0.13945086705202311
0.0,0.14234104046242774
0.0,0.1430635838150289
0.0,0.15390173410404626
0.0,0.19002890173410406
0.0,0.1907514450867052
0.0,0.19219653179190752
0.0,0.19436416184971098
0.0,0.19653179190751446
0.0,0.2023121387283237
0.0,0.21098265895953758
0.0,0.21242774566473988
0.0,0.2333815028901734
0.0,0.23410404624277456
0.0,0.23627167630057805
0.0,0.23699421965317918
0.0,0.23916184971098267
0.0,0.2398843930635838
0.0,0.24710982658959538
0.0,0.25
0.0,0.25216763005780346
0.0,0.2536127167630058
0.0,0.2550578034682081
0.0,0.25578034682080925
0.0,0.2579479768786127
0.0,0.26083815028901736
0.0,0.2651734104046243
0.0,0.2666184971098266
0.0,0.2709537572254335
0.0,0.273121387283237
0.0,0.27673410404624277
0.0,0.2781791907514451
0.0,0.2810693641618497
0.0,0.2832369942196532
0.0,0.28395953757225434
0.0,0.2984104046242775
0.0,0.2991329479768786
0.0,0.31141618497109824
0.0,0.3143063583815029
0.0,0.3171965317919075
0.0,0.3186416184971098
0.0,0.3208092485549133
0.0,0.32514450867052025
0.0,0.3265895953757225
0.0,0.33236994219653176
0.0002055076037813399,0.33236994219653176
0.0004110152075626798,0.33815028901734107
0.0004110152075626798,0.33959537572254334
0.0004110152075626798,0.34104046242774566
0.0004110152075626798,0.3417630057803468
0.0004110152075626798,0.3475433526011561
0.0004110152075626798,0.34826589595375723
0.0004110152075626798,0.351878612716763
0.0004110152075626798,0.35260115606936415
0.0008220304151253596,0.35260115606936415
0.0008220304151253596,0.3547687861271676
0.0008220304151253596,0.37283236994219654
0.0008220304151253596,0.37716763005780346
0.0008220304151253596,0.3786127167630058
0.0008220304151253596,0.3800578034682081
0.0008220304151253596,0.38511560693641617
0.0010275380189066995,0.3865606936416185
0.0010275380189066995,0.39378612716763006
0.0010275380189066995,0.398121387283237
0.0010275380189066995,0.40028901734104044
0.0010275380189066995,0.4046242774566474
0.0010275380189066995,0.4111271676300578
0.0010275380189066995,0.41184971098265893
0.0010275380189066995,0.4147398843930636
0.0012330456226880395,0.41690751445086704
0.0012330456226880395,0.41835260115606937
0.0012330456226880395,0.4241329479768786
0.0012330456226880395,0.42557803468208094
0.0012330456226880395,0.4277456647398844
0.0012330456226880395,0.4328034682080925
0.0012330456226880395,0.43352601156069365
0.0012330456226880395,0.43641618497109824
0.002466091245376079,0.4523121387283237
0.002466091245376079,0.45809248554913296
0.002466091245376079,0.4588150289017341
0.002466091245376079,0.4602601156069364
0.002466091245376079,0.46098265895953755
0.002466091245376079,0.4761560693641618
0.002466091245376079,0.4841040462427746
0.002466091245376079,0.48916184971098264
0.002466091245376079,0.4934971098265896
0.002466091245376079,0.4949421965317919
0.002466091245376079,0.4985549132947977
0.002466091245376079,0.5
0.002466091245376079,0.5057803468208093
0.002466091245376079,0.5079479768786127
0.002466091245376079,0.5252890173410405
0.002466091245376079,0.5274566473988439
0.002466091245376079,0.528179190751445
0.002466091245376079,0.5296242774566474
0.002466091245376079,0.5303468208092486
0.002466091245376079,0.5361271676300579
0.002466091245376079,0.536849710982659
0.002466091245376079,0.565028901734104
0.002466091245376079,0.5657514450867052
0.0034936292642827787,0.5845375722543352
0.0034936292642827787,0.5924855491329479
0.0036991368680641184,0.5924855491329479
0.0036991368680641184,0.5932080924855492
0.003904644471845458,0.5960982658959537
0.004110152075626798,0.5960982658959537
0.004110152075626798,0.6011560693641619
0.004315659679408138,0.6026011560693642
0.004315659679408138,0.6033236994219653
0.004521167283189478,0.6040462427745664
0.004521167283189478,0.6206647398843931
0.004521167283189478,0.6221098265895953
0.004726674886970818,0.6221098265895953
0.005137690094533498,0.6228323699421965
0.005343197698314837,0.6228323699421965
0.005343197698314837,0.6235549132947977
0.006370735717221537,0.6235549132947977
0.006370735717221537,0.6351156069364162
0.006576243321002877,0.6351156069364162
0.006576243321002877,0.6365606936416185
0.007398273736128237,0.6380057803468208
0.007398273736128237,0.6539017341040463
0.007398273736128237,0.6553468208092486
0.007398273736128237,0.6820809248554913
0.007398273736128237,0.6842485549132948
0.007603781339909577,0.684971098265896
0.007603781339909577,0.6864161849710982
0.007603781339909577,0.6907514450867052
0.007603781339909577,0.6958092485549133
0.007603781339909577,0.7030346820809249
0.007603781339909577,0.703757225433526
0.007603781339909577,0.8070809248554913
0.007603781339909577,0.809971098265896
0.007603781339909577,0.8114161849710982
0.007809288943690916,0.8121387283236994
0.008014796547472256,0.8121387283236994
0.010275380189066995,0.8171965317919075
0.010275380189066995,0.819364161849711
0.010686395396629675,0.819364161849711
0.010686395396629675,0.8236994219653179
0.011713933415536375,0.8251445086705202
0.011713933415536375,0.8258670520231214
0.011919441019317715,0.8258670520231214
0.011919441019317715,0.8273121387283237
0.012124948623099055,0.8273121387283237
0.018495684340320593,0.8439306358381503
0.018495684340320593,0.8453757225433526
0.01911220715166461,0.8453757225433526
0.01911220715166461,0.8497109826589595
0.019317714755445952,0.8497109826589595
0.019317714755445952,0.851878612716763
0.01972872996300863,0.851878612716763
0.01972872996300863,0.8533236994219653
0.01972872996300863,0.8540462427745664
0.01972872996300863,0.8583815028901735
0.01993423756678997,0.8583815028901735
0.01993423756678997,0.8591040462427746
0.02013974517057131,0.8598265895953757
0.02013974517057131,0.8605491329479769
0.020345252774352653,0.8605491329479769
0.020345252774352653,0.8692196531791907
0.02055076037813399,0.8692196531791907
0.02157829839704069,0.8728323699421965
0.02157829839704069,0.8757225433526011
0.02198931360460337,0.8757225433526011
0.0396629675297986,0.8973988439306358
0.04027949034114262,0.8973988439306358
0.04027949034114262,0.8995664739884393
0.040690505548705305,0.9010115606936416
0.04110152075626798,0.9010115606936416
0.041512535963830664,0.9010115606936416
0.04233456637895602,0.9010115606936416
0.04233456637895602,0.9017341040462428
0.0427455815865187,0.9017341040462428
0.04336210439786272,0.9017341040462428
0.04356761200164406,0.903179190751445
0.04418413481298808,0.903179190751445
0.04418413481298808,0.9039017341040463
0.04438964241676942,0.9046242774566474
0.04726674886970818,0.9046242774566474
0.04829428688861488,0.9046242774566474
0.04849979449239622,0.9046242774566474
0.04932182490752158,0.9046242774566474
0.04932182490752158,0.9053468208092486
0.04932182490752158,0.9067919075144508
0.04952733251130292,0.9089595375722543
0.05014385532264694,0.9089595375722543
0.050349362926428276,0.9089595375722543
0.050349362926428276,0.9096820809248555
0.05055487053020962,0.9104046242774566
0.05055487053020962,0.9111271676300579
0.05076037813399096,0.9111271676300579
0.05076037813399096,0.9190751445086706
0.05076037813399096,0.9197976878612717
0.05137690094533498,0.9234104046242775
0.05137690094533498,0.9241329479768786
0.0530209617755857,0.9255780346820809
0.0530209617755857,0.9263005780346821
0.054870530209617754,0.9270231213872833
0.05507603781339909,0.9270231213872833
0.055487053020961775,0.9284682080924855
0.056103575832305796,0.9284682080924855
0.058569667077681874,0.9284682080924855
0.059186189889025895,0.9284682080924855
0.06021372790793259,0.9320809248554913
0.060624743115495275,0.9320809248554913
0.06083025071927661,0.9320809248554913
0.061241265926839296,0.9335260115606936
0.061446773530620634,0.9335260115606936
0.06576243321002877,0.9335260115606936
0.07172215371968763,0.9385838150289018
0.07192766132346896,0.9385838150289018
0.0721331689272503,0.9393063583815029
0.073160706946157,0.9393063583815029
0.07357172215371968,0.9393063583815029
0.07377722975750103,0.9393063583815029
0.07644882860665844,0.9393063583815029
0.07685984381422113,0.9393063583815029
0.07809288943690916,0.9393063583815029
0.07850390464447185,0.9393063583815029
0.0793259350595972,0.9393063583815029
0.0793259350595972,0.940028901734104
0.07973695026715988,0.940028901734104
0.08446362515413071,0.9465317919075145
0.08487464036169338,0.9465317919075145
0.0854911631730374,0.9479768786127167
0.08590217838060009,0.9479768786127167
0.08610768598438143,0.9479768786127167
0.08836826962597616,0.9523121387283237
0.08877928483353884,0.9523121387283237
0.09021783806000822,0.9559248554913294
0.09083436087135224,0.9559248554913294
0.12248253185367859,0.9812138728323699
0.12268803945745993,0.9812138728323699
0.1230990546650226,0.9812138728323699
0.12330456226880394,0.9812138728323699
0.12453760789149199,0.9812138728323699
0.12494862309905466,0.9812138728323699
0.12597616111796137,0.9833815028901735
0.12638717632552404,0.9833815028901735
0.12741471434443075,0.9833815028901735
0.12762022194821207,0.9833815028901735
0.12803123715577477,0.9833815028901735
0.1282367447595561,0.9833815028901735
0.12864775996711877,0.9848265895953757
0.1302918207973695,0.9848265895953757
0.13152486642005753,0.9848265895953757
0.1317303740238389,0.9848265895953757
0.13234689683518291,0.9848265895953757
0.13316892725030827,0.9848265895953757
0.14015618577887382,0.9848265895953757
0.14077270859021784,0.9848265895953757
0.14488286066584463,0.9898843930635838
0.1452938758734073,0.9898843930635838
0.1461159062885327,0.9898843930635838
0.14652692149609536,0.9920520231213873
0.14714344430743936,0.9920520231213873
0.14755445951500207,0.9920520231213873
0.1487875051376901,0.9956647398843931
0.1504315659679408,0.9956647398843931
0.15104808877928483,0.9956647398843931
0.15207562679819153,0.9956647398843931
0.15556925606247432,0.9956647398843931
0.15577476366625564,0.9956647398843931
0.15721331689272502,0.9956647398843931
0.15782983970406905,0.9956647398843931
0.1607069461570078,0.9963872832369942
0.16132346896835184,0.9963872832369942
0.16173448417591452,0.9963872832369942
0.1658446362515413,0.9963872832369942
0.16605014385532266,0.9963872832369942
0.16728318947801069,0.9971098265895953
0.1685162351006987,0.9971098265895953
0.16892725030826142,0.9978323699421965
0.1693382655158241,0.9978323699421965
0.16974928072338677,0.9978323699421965
0.1699547883271681,0.9978323699421965
0.17221537196876285,0.9978323699421965
0.17262638717632553,0.9978323699421965
0.17735306206329635,0.9985549132947977
0.17755856966707767,0.9985549132947977
0.17796958487464037,0.9985549132947977
0.1781750924784217,0.9985549132947977
0.17879161528976573,0.9985549132947977
0.17940813810110975,1.0
0.17981915330867243,1.0
0.1802301685162351,1.0
0.18105219893136046,1.0
0.1812577065351418,1.0
0.18207973695026716,1.0
0.1822852445540485,1.0
0.18290176736539251,1.0
0.1888614878750514,1.0
0.1894780106863954,1.0
0.18988902589395806,1.0
0.19297163995067818,1.0
0.19317714755445953,1.0
0.20448006576243322,1.0
0.2048910809699959,1.0
0.20530209617755857,1.0
0.20571311138512124,1.0
0.20612412659268392,1.0
0.20674064940402795,1.0
0.2069461570078093,1.0
0.20817920263049733,1.0
0.20838471023427868,1.0
0.2106452938758734,1.0
0.21167283189478012,1.0
0.21249486230990547,1.0
0.2127003699136868,1.0
0.21619399917796958,1.0
0.21660501438553226,1.0
0.2168105219893136,1.0
0.21742704480065764,1.0
0.2254418413481299,1.0
0.22667488697081792,1.0
0.229140978216194,1.0
0.22975750102753803,1.0
0.24373201808466913,1.0
0.24928072338676532,1.0
0.249691738594328,1.0
0.2538018906699548,1.0
0.2542129058775175,1.0
0.2575010275380189,1.0
0.2579120427455816,1.0
0.2657213316892725,1.0
0.2665433621043979,1.0
0.26859843814221124,1.0
0.2688039457459926,1.0
0.27106452938758735,1.0
0.2718865598027127,1.0
0.27311960542540076,1.0
0.2770242498972462,1.0
0.2815454171804357,1.0
0.2821619399917797,1.0
0.2825729551993424,1.0
0.28442252363337445,1.0
0.2883271681052199,1.0
0.28914919852034526,1.0
0.2895602137279079,1.0
0.2930538429921907,1.0
0.29408138101109743,1.0
0.3625154130702836,1.0
0.3635429510891903,1.0
0.37464036169338266,1.0
0.38861487875051376,1.0
0.4188244965063707,1.0
0.42067406494040277,1.0
0.4212905877517468,1.0
0.4254007398273736,1.0
0.4352651048088779,1.0
0.4358816276202219,1.0
0.44739005343197696,1.0
0.4562268803945746,1.0
0.4669132757912043,1.0
0.5267159884915742,1.0
0.5271270036991369,1.0
0.5659679408138101,1.0
0.5690505548705302,1.0
0.9593094944512947,1.0
0.9704069050554871,1.0
0.9782161939991779,1.0
0.9997944923962186,1.0
1.0,1.0
